,Startup Name,Founding Date,Founder(s),Founder Gender,Industry/Vertical,City,Investor(s),Funding Date,Investment Type,Investment Amount (USD),Yearly GDP (% Growth),Unicorn Company,Valuation (B USD)
47,Printvenue,,,,Other,,Asia Pacific Internet Group,29/01/2015,Other,4500000,8.0,,
48,Graphene,,,,Other,,Karsemven Fund,29/01/2015,Other,825000,8.0,,
49,Mad Street Den,,,,Other,,"Exfinity Fund, Growx Ventures.",30/01/2015,Other,1500000,8.0,,
50,Simplotel,,,,Other,,Makemytrip,30/01/2015,,0,8.0,,
51,Couponmachine.In,,,,Other,,Uk Based Group Of Angel Investors,31/01/2015,Early stage,140000,8.0,,
52,Faaya,,,,Other,,Group Of Angel Investors,02/02/2015,Early stage,16600,8.0,,
53,Instabounce,,,,Other,,Group Of Angel Investors,02/02/2015,Early stage,16600,8.0,,
54,Chloroplast Foods,,,,Other,,Group Of Angel Investors,02/02/2015,Early stage,16600,8.0,,
55,Dealwithus,,,,Other,,Group Of Angel Investors,02/02/2015,Early stage,16600,8.0,,
56,Cleversharks,,,,Other,,Group Of Angel Investors,02/02/2015,Early stage,16600,8.0,,
57,Leaf,,,,Other,,Group Of Angel Investors,02/02/2015,Early stage,16600,8.0,,
58,Smartpocket,,,,Other,,"Sol Primero, Rajiv Mehta",02/02/2015,Early stage,250000,8.0,,
59,Yumist,,,,Other,,Orios Venture Partner,02/02/2015,Other,1000000,8.0,,
60,Nowfloats,,,,Other,,Omidyar Network,02/02/2015,,0,8.0,,
61,Firstcry,,,,Other,,Valiant Capital Partners,02/02/2015,Other,26000000,8.0,,
62,Holachef,,,,Other,,India Quotient,02/02/2015,Early stage,325000,8.0,,
63,Frsh.Co.In,,,,Other,,"India Quotient, Kae Capital",03/02/2015,,0,8.0,,
64,Manthan,,,,Other,,"Temasek, Norwest Venture Partners",03/02/2015,Other,60000000,8.0,,
65,Kobster.Com,,,,Other,,Splice Advisors,05/02/2015,,0,8.0,,
66,Culture Machine,,,,Other,,"Tiger Global, Times Internet, Zodius Capital",05/02/2015,Other,18000000,8.0,,
67,Paytm,,,,Other,,Ant Financial Services (Alipay),05/02/2015,,0,8.0,,
68,Aisle.Co,,,,Other,,"Anand Vijay, Shashank Mehrotra & Others",05/02/2015,Early stage,100000,8.0,,
69,Freecharge,,,,Other,,"Valiant Capital, Tybourne Capital, Sequoia Capital, Runet And Sofina",06/02/2015,Other,80000000,8.0,,
70,Newshunt,,,,Other,,"Falcon Edge Capital, Matrix Partners India, Sequoia Capital India And Omidyar Network",06/02/2015,Other,40000000,8.0,,
71,Mynoticeperiod,,,,Other,,Idg Ventures,09/02/2015,Other,3000000,8.0,,
72,Cardekho.Com,,,,Other,,Ratan Tata,09/02/2015,,0,8.0,,
73,Cartrade.Com,,,,Other,,Chip Perry,10/02/2015,,0,8.0,,
74,Storeking,,,,Other,,Mangrove Capital Partners,10/02/2015,,0,8.0,,
75,Capital Float,2013.0,,,Other,,"Saif Partners, Sequoia Capital, Aspada",11/02/2015,,0,8.0,,
76,Nimble Wireless,,,,Other,,Angelprime,11/02/2015,Early stage,3000000,8.0,,
77,Townscript,,,,Other,,Group Of Angel Investors,11/02/2015,,0,8.0,,
78,Findyahan,,,,Other,,"Karan Bajwa, Parvesh Bareja , Sunjay Kapur, Amanpreet Bajaj",11/02/2015,,0,8.0,,
79,Stayzilla,,,,Other,,"Nexus Venture Partners, Matrix Partners",12/02/2015,Other,20000000,8.0,,
80,Practo,,,,Other,,"Sequoia Capital, Matrix Partners",12/02/2015,Other,30000000,8.0,,
81,Cimplyfive,,,,Other,,"Suresh Senapaty, Tv Mohandas Pai",13/02/2015,,0,8.0,,
82,20Dresses,,,,Other,,"Srinivas Aluri, Srinivas Modukury, Bs Nagesh",13/02/2015,Early stage,1000000,8.0,,
83,Itzcash,,,,Other,,Ashok Goel (Promoter),13/02/2015,Other,16500000,8.0,,
84,Newsinshorts,,,,Other,,"Tiger Global, Rebright Partners, Sachin And Binny Bansal",16/02/2015,Other,4150000,8.0,,
85,Itraveller.Com,,,,Other,,Ah! Ventures,16/02/2015,Other,1000000,8.0,,
86,Nextgen,,,,Other,,Mumbai Angels & Group Of Other Investors,17/02/2015,,0,8.0,,
87,Wooplr.Com,,,,Other,,Helion Venture Partners,18/02/2015,Other,5000000,8.0,,
88,Klip.In,,,,Other,,"Calcutta Angels, Venture Nursery Angels Mumbai Angels",20/02/2015,Early stage,500000,8.0,,
89,Renderlogy,,,,Other,,Brick Eagle,20/02/2015,Other,1600000,8.0,,
90,Appbase,,,,Other,,"Da-Iict, Techstars, Carnegie Mellon University, Startup Brasil Program",21/02/2015,Early stage,290000,8.0,,
91,Homelane,,,,Other,,"Sequoia Capital, Ranjan Pai, Mohandas Pai & Others",23/02/2015,Other,4500000,8.0,,
92,Trip38,,,,Other,,"Interglobe Technology Quotient, Lantern Capital",23/02/2015,Other,1000000,8.0,,
93,Smartairtrip.Com,,,,Other,,Undisclosed,23/02/2015,Other,10000000,8.0,,
94,Nobroker,,,,Other,,"Saif Partners, Fulcrum Ventures",23/02/2015,Other,3000000,8.0,,
95,Caravan Craft Retail,,,,Other,,"Unitus Seed Fundnarayan Ramachandran, Bijou Kurien",24/02/2015,Early stage,500000,8.0,,
96,Squadrun,,,,Other,,"Amit Ranjan, Deepinder Goyal, Zishaan Hayath, Powai Lake Ventures",25/02/2015,,0,8.0,,
97,Clonect Solutions,,,,Other,,"V Balakrishnan, T V Mohandas Pai, Bc Prabhakar",25/02/2015,Early stage,250000,8.0,,
98,Taxsutra,,,,Other,,"V Balakrishnan, T V Mohandas Pai",25/02/2015,Early stage,160000,8.0,,
99,Peppertap,,,,Other,,Sequoia Capital,25/02/2015,,0,8.0,,
100,Sattviko,,,,Other,,"Sumit Jain, Rajat Jain, Sanjay Bhasin",25/02/2015,Early stage,320000,8.0,,
101,Industrybuying,,,,Other,,Saif Partners,25/02/2015,Other,2000000,8.0,,
102,Freshworld,,,,Other,,"Kris Gopalakrishnan, Nagaraja Prakasam",26/02/2015,,0,8.0,,
103,Tinyowl,,,,Other,,"Matrix Partners, Sequoia Capital, Nexus Venture Partners",26/02/2015,Other,16000000,8.0,,
104,Momoe,,,,Other,,"Idg Ventures India, Jungle Ventures, India Quotient.",27/02/2015,Early stage,1200000,8.0,,
105,Grofers,,,,Other,,"Tiger Global Management, Sequoia Capital India",27/02/2015,Other,10000000,8.0,,
106,Trulymadly.Com,,,,Other,,"Helion Venture Partners, Kae Capital",02/03/2015,Other,5500000,8.0,,
107,Instalively,,,,Other,,Group Of Angel Investors,02/03/2015,Early stage,120000,8.0,,
108,Vserv,,,,Other,,"Maverick Capital, Idg Ventures India",03/03/2015,Other,15000000,8.0,,
109,Intruo.Com,,,,Other,,"Ashutosh Lawania, Alok Goel & Others",03/03/2015,,0,8.0,,
110,Niffler,,,,Other,,Saif Partners,05/03/2015,Early stage,1000000,8.0,,
111,Customfurnish.Com,,,,Other,,"Madhukar Gangadi, Satish Reddy, Srini Raju, Srini Koppolu & Sidbi",05/03/2015,Other,2500000,8.0,,
112,Mapmygenome,,,,Other,,Rajan Anandan & Other Angel Investors,06/03/2015,Other,1200000,8.0,,
113,Crowdfire(Formerly Justunfollow),,,,Other,,Kalaari Capital,09/03/2015,Other,2500000,8.0,,
114,Bite Club,,,,Other,,"Powai Lake Ventures, Aneesh Reddy, Ashish Kashyap, Alok Mittal",09/03/2015,Early stage,500000,8.0,,
115,Localbanya,,,,Other,,Shrem Strategies,10/03/2015,,0,8.0,,
116,Appedo,,,,Other,,Undisclosed Investors,11/03/2015,Early stage,1000000,8.0,,
117,Fitraq.Com,,,,Other,,Tarun Arora,11/03/2015,,0,8.0,,
118,Chargebee,,,,Other,,"Tiger Global, Accel Partners",11/03/2015,Other,5000000,8.0,,
119,Groupon India,,,,Other,,Sequoia Capital,11/03/2015,Other,20000000,8.0,,
120,Process 9,,,,Other,,"Ian Ventures, Alok Sharma, Kris Gopalakrishnan, Saurabh Srivastava, Ajai Chowdhry",12/03/2015,,0,8.0,,
121,Moonfrog Labs,,,,Other,,"Tiger Global, Sequoia Capital.",12/03/2015,Other,15000000,8.0,,
122,Foodpanda,,,,Other,,Rocket Internet Ag & Others,13/03/2015,Other,110000000,8.0,,
123,Paytm,,,,Other,,Ratan Tata,13/03/2015,,0,8.0,,
124,Diabetomics,,,,Other,,"Ventureeast,  Varaprasad Reddy",13/03/2015,Other,5000000,8.0,,
125,Qyk,,,,Other,,"Powai Lake Ventures, Zishan Hayath, Abhishek Goyal, Sahil Barua",13/03/2015,,0,8.0,,
126,Daily Rounds,,,,Other,,"Kae Capital, Gsf, Teruhide Sato",14/03/2015,Early stage,500000,8.0,,
127,Routofy,,,,Other,,"Kunal Bahl, Rohit Bansal",14/03/2015,,0,8.0,,
128,Digital Gorkha,,,,Other,,Ramesh Kavediya,16/03/2015,Early stage,166000,8.0,,
129,Nestaway,,,,Other,,"Idg Ventures, Naveen Tewari",16/03/2015,,0,8.0,,
130,The Better India,,,,Other,,I-Cube-N,16/03/2015,Early stage,166000,8.0,,
131,Meru Cabs,,,,Other,,Value Fund Advisors,16/03/2015,Other,50000000,8.0,,
132,Golflan,,,,Other,,Yournest Angel Fund,17/03/2015,,0,8.0,,
133,Drivestream,,,,Other,,Wipro,18/03/2015,Other,5000000,8.0,,
134,Wwhere,,,,Other,,Group Of Angel Investors,18/03/2015,Early stage,200000,8.0,,
135,Gojavas,,,,Other,,Snapdeal,18/03/2015,,0,8.0,,
136,Tripoto,,,,Other,,"Idg Ventures, Outbox Ventures",19/03/2015,Other,2000000,8.0,,
137,Graphic India,,,,Other,,"Ca Media Lp,  Start Media.",19/03/2015,Early stage,2800000,8.0,,
138,Harness Handitouch,,,,Other,,Armat Group,20/03/2015,,0,8.0,,
139,Lets Corp,,,,Other,,Wu Chay Chin,20/03/2015,Early stage,3000000,8.0,,
140,Collatebox,,,,Other,,Letsventure,20/03/2015,Early stage,180000,8.0,,
141,Mahindra First Choice,,,,Other,,Valiant Capital,20/03/2015,Other,15000000,8.0,,
142,Round One,,,,Other,,"Ht Media, Arun Duggal",21/03/2015,,0,8.0,,
143,Razorpay,2014.0,,,Other,,Y Combinator,23/03/2015,Early stage,120000,8.0,,
144,Mosambee,,,,Other,,Rvcf And Sidbi,23/03/2015,,0,8.0,,
145,Furlenco,2012.0,,,Other,,Lightbox Ventures,24/03/2015,Other,6000000,8.0,,
146,Cubito,,,,Other,,Sol Primero,24/03/2015,Early stage,160000,8.0,,
147,Teabox,,,,Other,,"Jafco Asia, Keystone Group, Dragoneer Investment, Accel Partners",25/03/2015,Other,6000000,8.0,,
148,Artoo,,,,Other,,"Accion Venture Labs, Rianta Capital",25/03/2015,Other,500000,8.0,,
149,Fxkart.Com,,,,Other,,"Dr Mushtaq Shah, Dr Faraz Naqvi",25/03/2015,Early stage,2000000,8.0,,
150,Rozgar Mela,,,,Other,,"Impact Investment Holding, Upaya Social Ventures",25/03/2015,,0,8.0,,
151,Oyo Rooms,,,,Other,,"Greenoaks Capital, Sequoia Capital, Lightspeed Ventures",25/03/2015,Other,25000000,8.0,,
152,Roposo.Com,,,,Other,,"Tiger Global Management, Indian Quotient, Binny Bansal",26/03/2015,Other,5000000,8.0,,
153,Teewe,,,,Other,,"Sequoia Capital, India Quotient",26/03/2015,Early stage,1750000,8.0,,
154,Epoise,,,,Other,,Undisclosed,26/03/2015,,0,8.0,,
155,Urjas,,,,Other,,Solidarity Venture Capital & Others,27/03/2015,Early stage,100000,8.0,,
156,Chargein,,,,Other,,Pittie Group,27/03/2015,Early stage,100000,8.0,,
157,Yogurt Labs,,,,Other,,"Nick Adams, Kiran Bhat, Family Pot Investments Llp",28/03/2015,Early stage,115000,8.0,,
158,Limeroad.Com,,,,Other,,"Tiger Global, Matrix Partners, Lightspeed Venture Partners",28/03/2015,Other,30000000,8.0,,
159,Team Indus,,,,Other,,"Nandan Nilekani, Rajiv Mody, Ajai Chowdhary",28/03/2015,Other,1500000,8.0,,
160,Arohan Financial Services,,,,Other,,Tano Capital,30/03/2015,Other,10000000,8.0,,
161,Billdesk,,,,Other,,Ta Associates,30/03/2015,Other,75000000,8.0,,
162,Triphobo,,,,Other,,"Mayfield Ventures, Kalaari Capital",31/03/2015,Other,3000000,8.0,,
163,Aryaka,,,,Other,,"Trinity Ventures, Interwest Partners, Mohr Davidow Ventures, Presidio Ventures",31/03/2015,Other,16000000,8.0,,
164,Appsdaily,,,,Other,,"Zodius Capital, Ru-Net, Kalaari Capital,  Qualcomm Ventures",31/03/2015,Other,16000000,8.0,,
165,Swiggy,2014.0,,,SaaS,Bangalore,"Accel Partners, Saif Partners",03/04/2015,Other,2000000,8.0,Yes,10.7
166,Bluegape,,,,SaaS,Gurgaon,"Rudy Gopalakrishnan, Ah! Ventures",04/04/2015,Early stage,200000,8.0,,
167,Keeptrax,,,,SaaS,Dallas / Hyderabad,,04/04/2015,Early stage,1000000,8.0,,
168,Instalively,,,,Entertainment,New Delhi,"Rajesh Sawheny , Rajan Anandan, Amit Ranjan, Niraj Singh, Aecal, Meraevents.",06/04/2015,Early stage,120000,8.0,,
169,Pricejugaad,,,,SaaS,Greater Hyderabad ,"Amit Tyagi, Sandeep Acharya & Others",07/04/2015,Early stage,165000,8.0,,
170,Quikr,,,,SaaS,Greater Mumbai,"Tiger Global, Investment Ab Kinnevik, Steadview Capital",07/04/2015,Other,150000000,8.0,,
171,Pressplay,,,,Entertainment,New Delhi,"Sequoia Capital, Jason Hirschhorn, Jarett Posner, And Amit Bhatiani",07/04/2015,Early stage,2200000,8.0,,
172,Loginext,,,,Logistics & Supply Chain,Greater Mumbai,"Ajit Surana, Sanjay Mehta",07/04/2015,,0,8.0,,
173,Firstcry.Com,,,,E-commerce,Pune,"Silicon Valley Ventures, Nea Ventures, Valiant Capital, Idg Ventures India,  Saif Partners, Vertex Ventures",08/04/2015,Other,10000000,8.0,,
174,Mobikwik,,,,SaaS,Gurgaon,"Tree Line Asia, Cisco Investments, American Express, Sequoia Capital",08/04/2015,Other,25000000,8.0,,
175,Olacabs,,,,Transportation,Bangalore,"Dst Global, Steadview Capital, Tiger Global, Accel Partners & Others",08/04/2015,Other,400000000,8.0,,
176,Gadgetwood,,,,Other,New Delhi,"Ajai Chowdhry, Ashvin Chadha, Yogesh Bansal,Nitin Singhal & Others",09/04/2015,,0,8.0,,
177,Bonhomia,,,,Food & Beverages,New Delhi,"Kanwaljit Singh, Shripad Nadkarni, Sarvesh Shahra & Others",09/04/2015,Early stage,2000000,8.0,,
178,Changer Mints,,,,SaaS,Kolkata,Hyderabad Based Investor,09/04/2015,Early stage,165000,8.0,,
179,Urban Ladder,,,,SaaS,Bangalore,"Sequoia Capital, Tr Capital, Steadview Capital, Saif Partners, Kalaari Capital",09/04/2015,Other,50000000,8.0,,
180,Purple Squirrel,,,,EdTech,Greater Mumbai,"Matrix Partners India, India Quotient",09/04/2015,,0,8.0,,
181,Whatfix,,,,Platforms & Social Media,Bangalore,"Helion Venture Partner, Powerhouse Ventures, Gsf And Other Angel Investors",10/04/2015,Early stage,900000,8.0,,
182,Immi Life,,,,SaaS,Chennai,Unitus Seed Fund,10/04/2015,,0,8.0,,
183,Zomato,,,,Platforms & Social Media,Gurgaon,Info Edge (India),11/04/2015,Other,25000000,8.0,,
184,Zopnow,,,,SaaS,Bangalore,"Dragoneer Investment, Accel Partners, Qualcomm Ventures, Times Internet",13/04/2015,Other,10000000,8.0,,
185,Nayi Disha,,,,EdTech,New Delhi,"Ajay Relan,",13/04/2015,Early stage,300000,8.0,,
186,Commeasure,,,,SaaS,Noida,Jungle Ventures,13/04/2015,Early stage,1000000,8.0,,
187,Capricoast,,,,SaaS,Bangalore,Accel Partners India,13/04/2015,Early stage,1250000,8.0,,
188,Localoye,,,,SaaS,Greater Mumbai,"Tiger Global Management, Lightspeed Venture Partners",14/04/2015,,0,8.0,,
189,Grofers,,,,SaaS,Gurgaon,"Tiger Global, Sequoia Capital",15/04/2015,Other,35000000,8.0,,
190,Peppertap,,,,SaaS,Gurgaon,"Saif Partners, Sequoia Capital",15/04/2015,Other,10000000,8.0,,
191,Policybazaar,2008.0,,Male,SaaS,Gurgaon,"Premjiinvest, Tiger Global, Ribbit Capital",15/04/2015,Other,40000000,8.0,,
192,Urbanclap,,,,Marketplace,New Delhi,"Saif Partners, Accel Partners, Kunal Bahl, Rohit Bansal",16/04/2015,Early stage,1600000,8.0,,
193,Taskbob,,,,SaaS,Greater Mumbai,"Orios Venture Partners, Mayfield India",16/04/2015,Early stage,1200000,8.0,,
194,Robosoft,,,,SaaS,Udupi,"Ascent Capital, Kalaari Capital",17/04/2015,Other,12000000,8.0,,
195,Doormint,,,,SaaS,Greater Mumbai,Powai Lake Ventures,18/04/2015,,0,8.0,,
196,Vyomo,,,,SaaS,Gurgaon,Youwecan Ventures,20/04/2015,,0,8.0,,
197,Pastiwala,,,,Other,Vadodara,Agnus Capital,20/04/2015,Other,4000000,8.0,,
198,1Mg (Healthkartplus),,,,SaaS,Gurgaon,"Deep Kalra, Sequoia Capital, Omidyar Network, Intel Capital & Kae Capital",20/04/2015,Other,6000000,8.0,,
199,Freshdesk,,,,SaaS,Chennai,"Tiger Global, Google Capital & Accel Partners",20/04/2015,Other,50000000,8.0,,
200,Sulekha.Com,,,,SaaS,Chennai,Gic Ventures,20/04/2015,Other,28000000,8.0,,
201,Findyahan,,,,Marketplace,New Delhi,The Phoenix Fund,22/04/2015,,0,8.0,,
202,Eat.Shop.Love,,,,Fashion,Bangalore,Undisclosed Investor,22/04/2015,Other,3500000,8.0,,
203,Avanti Learning,,,,Consulting,New Delhi,"Michael & Susan Dell Foundation, Pearson Learning Fund",22/04/2015,Other,1500000,8.0,,
204,Simplilearn,,,,SaaS,Bangalore,"Mayfield Ventures, Kalaari Capital, Helion Ventures",23/04/2015,Other,15000000,8.0,,
205,Craftstvilla,,,,E-commerce,Greater Mumbai,"Sequoia Capital, Nexus Venture Partners, Lightspeed Ventures, Gfc",23/04/2015,Other,18000000,8.0,,
206,Headout,,,,Marketplace,Bangalore / Sfo,"Version One Ventures, 500 Startups, Nexus Venture Partners And Arena Ventures",23/04/2015,Early stage,1800000,8.0,,
207,Happay,,,,SaaS,Bangalore,Angelprime,23/04/2015,Early stage,500000,8.0,,
208,Jugnoo,,,,Logistics & Supply Chain,Chandigarh,"Rakesh Mathur, Vikas Taneja & Others",23/04/2015,Early stage,1000000,8.0,,
209,Eazydiner,,,,SaaS,New Delhi,"Deepak Shahdadpuri, Gulpreet Kohli",23/04/2015,,0,8.0,,
210,Phone Warrior,,,,SaaS,New Delhi,Lightspeed Ventures,23/04/2015,,0,8.0,,
211,Coverfox,,,,SaaS,Greater Mumbai,"Accel Us, Accel India, Saif Partners.",24/04/2015,Other,12000000,8.0,,
212,Torqus,,,,Platforms & Social Media,Pune,S S Mukherji & Others,27/04/2015,Early stage,350000,8.0,,
213,Grab,,,,Logistics & Supply Chain,Greater Mumbai,"Oliphans Capital, Haresh Chawla",27/04/2015,Early stage,1000000,8.0,,
214,Logicroots,,,,EdTech,Jaipur,"Ah! Ventures, Calcutta Angels,  91Springboard",27/04/2015,Early stage,400000,8.0,,
215,Gibbs,,,,IT,New Delhi,Infuse Ventures Fund,27/04/2015,,0,8.0,,
216,Babajobs,,,,Platforms & Social Media,Bangalore,Seek Ltd & Affiliates,28/04/2015,Other,10000000,8.0,,
217,Urban Ladder,,,,SaaS,Bangalore,"Anand Rajaraman, Venky Harinarayan",28/04/2015,,0,8.0,,
218,Jay Robotix,,,,IT,Greater Hyderabad ,Cross Border Angels & Others,28/04/2015,Early stage,250000,8.0,,
219,Naaptol.Com,,,,E-commerce,Greater Mumbai,Mitsui & Co & Existing Investors,28/04/2015,Other,21500000,8.0,,
220,Reglobe,,,,Other,Gurgaon,"Bessemer Ventures, Blume Ventures",29/04/2015,Early stage,1000000,8.0,,
221,Icertis,,,,IT,Bangalore,"Greycroft Partners, Fidelity Growth Partners",29/04/2015,Other,6000000,8.0,Yes,5.0
222,Tracxn,,,,Platforms & Social Media,Bangalore,Saif Partners,29/04/2015,Other,3500000,8.0,,
223,Dazo,,,,SaaS,Bangalore,"Sumit Jain, Aprameya Radhakrishna, Alok Goel, Rajan Anandan, Amit Agrawal, Vinay Goel, Gaurav Munjal, Ashish Dev Kapur",29/04/2015,,0,8.0,,
224,Tradelab,,,,Fintech,Bangalore,Rainmatter,29/04/2015,Early stage,400000,8.0,,
225,Piqube,,,,Platforms & Social Media,Chennai,The Hr Fund,29/04/2015,Early stage,500000,8.0,,
226,Travel Triangle,,,,Marketplace,Noida,"Bessemer Venture Partners, Saif Partners",29/04/2015,Other,8000000,8.0,,
227,Foodpanda,,,,SaaS,Gurgaon,"Goldman Sachs, Rocket Internet",01/05/2015,Other,100000000,8.0,,
228,Termsheet,,,,Platforms & Social Media,Chennai,"Anand Vijay, Nipun Dureja, Satyajit Heeralal, Keith Rodricks, Gaurav Lochan, Azmul Haque, Nikhil Bagri",01/05/2015,Early stage,100000,8.0,,
229,Applicate,,,,SaaS,Bangalore,"Rishi Vasudev, Amit Gupta, Rajiv Nayan",04/05/2015,Early stage,550000,8.0,,
230,World Art Community,,,,Marketplace,Gurgaon,Viraj Tyagi & Others,04/05/2015,Early stage,200000,8.0,,
231,Spoonjoy,,,,SaaS,Bangalore,Saif Partners,04/05/2015,Early stage,1000000,8.0,,
232,Seed Schools,,,,EdTech,Greater Hyderabad ,Acumen Fund,05/05/2015,Early stage,650000,8.0,,
233,Ignis Careers,,,,Automotive,Greater Hyderabad ,Acumen Fund,05/05/2015,Early stage,250000,8.0,,
234,Square Yards,2014.0,,,Real Estate,Gurgaon,Undisclosed Investors,05/05/2015,Other,6000000,8.0,,
235,Fintellix,,,,Platforms & Social Media,Bangalore,"Idg Ventures, Sequoia Capital",05/05/2015,Other,15000000,8.0,,
236,Customer360,,,,Platforms & Social Media,Greater Mumbai,Vishwas Patel,05/05/2015,,0,8.0,,
237,Delhivery,2011.0,,Male,Logistics & Supply Chain,Gurgaon,"Tiger Global Management, Multiples Alternate Asset Management, Nexus Venture Partners, Times Internet",06/05/2015,Other,85000000,8.0,,
238,Swiggy,2014.0,,,SaaS,Bangalore,Norwest Venture Partners,06/05/2015,,0,8.0,Yes,10.7
239,Uniphore,,,,IT,Chennai,"Idg Ventures, Kris Gopalakrishnan",07/05/2015,,0,8.0,,
240,Box8,,,,SaaS,Greater Mumbai,Mayfield Ventures,07/05/2015,Other,3500000,8.0,,
241,Toppr,,,,EdTech,Greater Mumbai,"Fidelity Growth Partners India, Saif Partners,  Helion Ventures",07/05/2015,Other,10000000,8.0,,
242,Vedantu,2011.0,,,EdTech,Bangalore,"Accel Partners, Tiger Global Management",07/05/2015,Other,5000000,8.0,Yes,1.0
243,Buyhatke,,,,SaaS,Bangalore,"S.Gopalakrishnan, Beenos",08/05/2015,Early stage,1000000,8.0,,
244,Kleverkid,,,,EdTech,New Delhi,Aarin Capital Partners,08/05/2015,,0,8.0,,
245,Uniken,,,,Platforms & Social Media,Pune,Exfinity Ventures,08/05/2015,Other,2000000,8.0,,
246,Grandopinion,,,,SaaS,New Delhi,Florida Based Angel Investor,08/05/2015,Early stage,150000,8.0,,
247,Healthifyme,,,,SaaS,Bangalore,Micromax Informatics,08/05/2015,,0,8.0,,
248,Wassup,,,,SaaS,Chennai,"Arun Chandra Mohan, Praveen Sinha",12/05/2015,Other,2000000,8.0,,
249,Mobiefit,,,,SaaS,Goa,Prototyze,12/05/2015,,0,8.0,,
250,Plancess,,,,EdTech,Greater Mumbai,"Rajendra Gogri,  Chandrakant Gogri",12/05/2015,,0,8.0,,
251,Workhorse,,,,SaaS,Greater Mumbai,Undisclosed Investors,12/05/2015,,0,8.0,,
252,Innovaccer,,,,Consulting,Noida,"Rajan Anandan, Teru Sato, Aneesh Reddy, Venkatesh Valluri",13/05/2015,,0,8.0,Yes,3.2
253,Mycuteoffice,,,,SaaS,Greater Mumbai,Lead Angels,13/05/2015,,0,8.0,,
254,Indianroots.Com,,,,E-commerce,Gurgaon,Kjs Group,14/05/2015,Other,5000000,8.0,,
255,Redpolka,,,,SaaS,Greater Mumbai,Undisclosed Investors,14/05/2015,Early stage,250000,8.0,,
256,Venturesity,,,,SaaS,Bangalore,"Phanindra Sama, Jay Sethuram, Hemant Kanakia, Ravi Trivedi",15/05/2015,Early stage,270000,8.0,,
257,Thebetterindia.Com,,,,SaaS,Bangalore,Mohandas Pai,18/05/2015,,0,8.0,,
258,Awaaz De,,,,Platforms & Social Media,Ahmedabad,Samir Shah,18/05/2015,,0,8.0,,
259,Chaayos,,,,Food & Beverages,New Delhi,Tiger Global Management,19/05/2015,Other,1000000,8.0,,
260,Akosha,,,,SaaS,New Delhi,Sequoia Capital,19/05/2015,Other,16000000,8.0,,
261,Cooey,,,,SaaS,Bangalore,Subhash Goyal,19/05/2015,Early stage,470000,8.0,,
262,Meetuniv,,,,Platforms & Social Media,Noida,Peesh Venture Capital,19/05/2015,Early stage,1000000,8.0,,
263,Inspirock,,,,SaaS,,Makemytrip Innovation Fund,19/05/2015,,0,8.0,,
264,Crown-It,,,,Marketplace,Gurgaon,"Accel Partners, Helion Venture Partners",19/05/2015,Other,5500000,8.0,,
265,Trucksfirst,,,,Logistics & Supply Chain,Gurgaon,Saif Partners,19/05/2015,Other,10000000,8.0,,
266,Springleap,,,,Other,,Cross Border Angels,19/05/2015,Early stage,800000,8.0,,
267,Lookup,,,,SaaS,Bangalore,Biz Stone,20/05/2015,Other,3000000,8.0,,
268,Sunterrace,,,,Energy,New Delhi,Sunergy Investors,21/05/2015,,0,8.0,,
269,Knit,,,,Other,,"Rohit Jain, Amit Rambhia & Others",21/05/2015,,0,8.0,,
270,Villgro,,,,Other,,Michael & Susan Dell Foundation,21/05/2015,Early stage,3250000,8.0,,
271,Nudgespot,,,,Platforms & Social Media,Bangalore,"Kae Capital, Anoop Goyal, Mike Shah, Va Sastry",22/05/2015,Early stage,625000,8.0,,
272,Cardekho,,,,SaaS,Jaipur,Hdfc Bank,22/05/2015,,0,8.0,Yes,1.2
273,Eveningflavors,,,,SaaS,Bangalore,Sandiep Shrivatsava,22/05/2015,Early stage,500000,8.0,,
274,Razorpay,2014.0,,,SaaS,Bangalore,Punit Soni,25/05/2015,,0,8.0,,
275,Zenparent,,,,IT,Bangalore,I2India Ventures,25/05/2015,Early stage,500000,8.0,,
276,Newgen Payments,,,,SaaS,New Delhi,Jan Manten,25/05/2015,,0,8.0,,
277,Urbanpro,,,,Marketplace,Bangalore,Nirvana Venture Advisors,26/05/2015,Other,2000000,8.0,,
278,Goodbox,,,,Consulting,Bangalore,Manipal Group,26/05/2015,Early stage,200000,8.0,,
279,Renderlogy,,,,SaaS,Greater Hyderabad ,Astarc Ventures,26/05/2015,Other,1000000,8.0,,
280,Postman,2014.0,,Male,Platforms & Social Media,Bangalore,Nexus Venture Partners,27/05/2015,Early stage,1000000,8.0,Yes,5.6
281,Casa2Inns,,,,SaaS,New Delhi,"Accel Partners, Kalaari Capital",27/05/2015,Other,5000000,8.0,,
282,Fleetrover,,,,Logistics & Supply Chain,Goa,"Tim Chen, Sanjay Venkat",27/05/2015,Early stage,180000,8.0,,
283,Thekarrier,,,,Logistics & Supply Chain,Bangalore,"Sol Primero, Outbox Ventures, Nikunj Jain",28/05/2015,Early stage,240000,8.0,,
284,Zoomcar,2012.0,,,Automotive,Bangalore,Sequoia Capital,28/05/2015,Other,5000000,8.0,,
285,Truweight,,,,SaaS,Greater Hyderabad ,Kalaari Capital,28/05/2015,,0,8.0,,
286,Ather Energy,,,,Transportation,Bangalore,Tiger Global,30/05/2015,Other,12000000,8.0,,
